state_body,state_body_total,program_code,program_code_ext,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1163,1163,Մասսայական սպորտ,"Բնակչության շրջանում առողջ ապրելակերպի արմատավորում, անհատի բազմակողմանի ու ներդաշնակ զարգացման գործում ֆիզիկական կուլտուրայի և սպորտի դերի բարձրացում",Սպորտի նկատմամբ հետաքրքրվածության և մասնակցության ընդլայնում,5500693.5,32001,Մարզական օբյեկտների շինարարություն,"Մարզական օբյեկտների շենքերի (մասնաշենքերի) կառուցում (համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում) և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,1968753.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1163,1163,Մասսայական սպորտ,"Բնակչության շրջանում առողջ ապրելակերպի արմատավորում, անհատի բազմակողմանի ու ներդաշնակ զարգացման գործում ֆիզիկական կուլտուրայի և սպորտի դերի բարձրացում",Սպորտի նկատմամբ հետաքրքրվածության և մասնակցության ընդլայնում,5500693.5,32002,Մարզական օբյեկտների հիմնանորոգում,"Մարզական օբյեկտների շենքերի (մասնաշենքերի) հիմնանորոգում (համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում) և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,99197.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1163,1163,Մասսայական սպորտ,"Բնակչության շրջանում առողջ ապրելակերպի արմատավորում, անհատի բազմակողմանի ու ներդաշնակ զարգացման գործում ֆիզիկական կուլտուրայի և սպորտի դերի բարձրացում",Սպորտի նկատմամբ հետաքրքրվածության և մասնակցության ընդլայնում,5500693.5,32006,Ֆուտբոլի ենթակառուցվածքների զարգացման նպատակով մարզադաշտերի և մարզադպրոցների կառուցում,Ֆուտբոլի դպրոցների և ՈՒԵՖԱ ստանդարտներով ֆուտբոլի մարզադաշտերի նախագծում և կառուցում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,500000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11001,Օպերային և բալետային արվեստի ներկայացումներ,"Օպերային և բալետային արվեստի ներկայացումների բեմադրություն, թատրոնի գործունեության ապահովում, ազգային օպերային և բալետային արվեստի խթանում",Ծառայությունների մատուցում,2190000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11002,Ազգային ակադեմիական թատերարվեստի ներկայացումներ,"Ազգային թատերարվեստի ներկայացումների բեմադրության, թատրոնի գործունեության ապահովում, ազգային թատերավեստի խթանում",Ծառայությունների մատուցում,414905.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11003,Թատերական ներկայացումներ,Թատերական ներկայացումների բեմադրություններ և թատրոնների գործունեության ապահովում,Ծառայությունների մատուցում,2427665.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11004,Երաժշտարվեստի և պարարվեստի համերգներ,"Երաժշտական, պարային, համերգային կազմակերպությունների գործունեության ապահովում և համերգային ծրագրերի իրականացում",Ծառայությունների մատուցում,3010792.7
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11005,Մշակութային միջոցառումների իրականացում,"Արվեստի հանրահռչակում, տարածում, մատչելիության ապահովում",Ծառայությունների մատուցում,1216787.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11006,Ազգային ակադեմիական խմբերգային համերգներ,"Խմբերգային համերգների իրականացում, Ազգային ակադեմիական երգչախմբի գործունեության ապահովում",Ծառայությունների մատուցում,404616.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11008,«Ժողովրդական» պատվավոր կոչման արժանացած անձանց ամենամսյա պատվովճարի վճարման ծառայություններ,"Համընդհանուր ճանաչում ունենալու, արվեuտի զարգացման գործում ունեցած մեծ և բացառիկ վաuտակի համար Ժողովրդական  պատվավոր կոչման արժանացած անձանց ամենամսյա պատվովճարի վճարման ծառայություններ",Ծառայությունների մատուցում,95.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11025,Թատերահամերգային կազմակերպությունների ֆինանսավորման  փորձնական մոդելի ներդրում,"Կառավարման արդի մոդելների ներդրում, պետական միջոցներինպատակային կառավարում, կազմակերպությունների գործունեության արդյունավետության բարձրացում, ֆինանսական ինքնավարության մակարդակի ապահովում, կառավարչական և կազմակերպչական կարողությունների խթանում",Ծառայությունների մատուցում,50000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,11053,Համաշխարհային աստղի հայաստանյան հյուրախաղեր,Համաշխարհային աստղի հայաստանյան հյուրախաղերի կազմակերպում,Ծառայությունների մատուցում,500000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,12001,«Ժողովրդական» պատվավոր կոչման արժանացած անձանց պատվովճար,"Համընդհանուր ճանաչում ունենալու, արվեuտի զարգացման գործում ունեցած մեծ և բացառիկ վաuտակի համար Ժողովրդական  պատվավոր կոչման արժանացած անձանց ամենամսյա պատվովճարի տրամադրում",Տրանսֆերտների տրամադրում,31440.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,12002,Մշակույթի ոլորտի միջազգային հեղինակավոր փառատոների մրցանակաբաշխություններին մասնակցած և մրցանակի արժանացած մշակույթի գործիչների դրամական խրախուսում,"Դրամական խրախուսման տրամադրում ՀՀ քաղաքացի հանդիսացող մշակույթի ոլորտի այն գործիչներին, ովքեր որպես ՀՀ ներկայացուցիչ մասնակցել են միջազգային հեղինակավոր փառատոներին և մրցանակաբաշխություններին և արժանացել են մրցանակի",Տրանսֆերտների տրամադրում,85800.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,32001,Ներդրումներ թատրոնների և համերգային կազմակերպությունների շենքերի կապիտալ վերանորոգման համար,"Թատրոնների և համերգային կազմակերպությունների շենքերի մասնաշենքերի հիմնանորոգում, համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,332336.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,32002,Ներդրումներ թատրոնների շենքերի կառուցման համար,"Թատրոնների շենքերի (մասնաշենքերի) կառուցում (համաշինարարական աշխատանքներ, ջեռուցման համակարգի իրականացում, ներքին հարդարում, տարածքի բարեկարգում) և նախագծում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,206504.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,32007,Թատերահամերգային կազմակերպությունների նյութատեխնիկական բազայի  համալրում,Թատերահամերգային կազմակերպությունների համար անհրաժեշտ տեխնիկայի և սարքավորումների ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,293300.8
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1168,1168,Արվեստների ծրագիր,"Նպաստել ազգային հենքի վրա ժամանակակից թատերարվեստի, երաժշտարվեստի, կերպարվեստի և պարարվեստի զարգացմանը և հանրահռչակմանը","Մրցունակ արվեստային արտադրանքի ստեղծում, ստեղծագործական գործընթացների խթանում, արվեստի նոր նախագծերի ներդրում և մշակութային կյանքում հասարակության ներգրավում",11309098.5,32008,Երաժշտական գործիքների ձեռքբերում,Թատերահամերգային կազմակերպությունների երաժշտական գործիքներով ապահովում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,144855.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,836658.8,11002,Աջակցություն դպրոցներին «Արագ արձագանքման ֆոնդի» շրջանակում՛ հրատապ խնդիրների լուծման համար,Դպրոցներում արտակարգ իրավիճակների և չնախատեսված հանգամանքների հետևանքով առաջացած խնդիրների լուծման նպատակով ընթացիկ աշխատանքների իրականացում,Ծառայությունների մատուցում,80000.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,836658.8,32007,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների նոր մարզադահլիճների կառուցում,Հանրակրթական ուսուցում իրականացնող ուսումնական հաստատությունների նոր մարզադահլիճների կառուցման նախագծանախահաշվային փաստաթղթերի մշակում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,253142.7
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1183,1183,Ապահով դպրոց,"Դպրոցներին սպառնացող աղետների ռիսկի կառավարման կարողությունների հզորացում, դպրոցի անձնակազմի և աշակերտների անվտանգության ապահովման մակարդակի բարձրացում՛ կիրառելով ներառական և երեխայակենտրոն մոտեցում",Դպրոցական միջավայրի բարելավում,836658.8,32009,Հանրակրթական կրթություն իրականացնող ուսումնական հաստատությունների մարզադահլիճների վերակառուցում,Հանրակրթական ուսուցում իրականացնող ուսումնական հաստատությունների մարզադահլիճների վերակառուցման նախագծանախահաշվային փաստաթղթերի մշակում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,503516.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,8574812.5,11002,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի լրացուցիչ ֆինանսավորման կառավարում,Դպրոցների սեյսմիկ պաշտպանության լրացուցիչ ֆինանսավորման  ծրագիր ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավման նպատակով,Ծառայությունների մատուցում,334202.3
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,8574812.5,12001,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,"Դպրոցների շենքերի ամրացման շինարարական աշխատանքներ, շինարարական ստանդարտների արդիականացում, արտակարգ իրավիճակներին արձագանքման ծրագրի մշակում, սեյսմիկ մոնիտորինգի դիտակետերի սարքավորումների արդիականացում:",Տրանսֆերտների տրամադրում,443954.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,8574812.5,12003,Ասիական զարգացման բանկի աջակցությամբ իրականացվող դպրոցների սեյսմիկ պաշտպանության ծրագրի լրացուցիչ ֆինանսավորման շրջանակներում ՀՀ դպրոցների սեյսմիկ անվտանգության բարելավմանն ուղղված միջոցառումներ,"Դպրոցների սեյսմիկ պաշտպանության լրացուցիչ ֆինանսավորման  ծրագիր, դպրոցների շենքերի կառուցման, ամրացման շինարարական աշխատանքներ, շինարարական ստանդարտների արդիականացում, արտակարգ իրավիճակներին արձագանքման ծրագրի մշակում",Տրանսֆերտների տրամադրում,6939132.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1189,1189,Դպրոցների սեյսմիկ անվտանգության մակարդակի բարձրացման ծրագիր,"Նպաստել երկրի սեյսմակայունության ապահովմանը, անհատական և հասարակական անվտանգության մակարդակի բարձրացմանը",Դպրոցական շենքերի սեյսմակայունության մակարդակի բարձրացում,8574812.5,12004,Ճապոնիայի հիմնադրամի աջակցությամբ բարգավաճ և դիմակայուն Ասիայի և Խաղաղ օվկիանոսի դպրոցների շենքային ապահովվածության բարելավում,"Ճապոնիայի հիմնադրամի աջակցությամբ «Սեյսմիկ անվտանգության բարելավման» ծրագրի շրջանակներում բարգավաճ և դիմակայուն Ասիայի և Խաղաղ օվկիանոսի դպրոցների նոր շենքերի կառուցում, առկա շենքերի վերակառուցում, հիմնանորոգում",Տրանսֆերտների տրամադրում,857524.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11001,Մասնագիտական կրթության և ուսուցման (ՄԿՈՒ) բարեփոխումներ,"Մասնագիտական կրթության չափորոշիչների մշակման, վերանայման, ինչպես նաև դասախոսների վերապատրաստման միջոցով ՄԿՈւ կրթության որակի բարելավում",Ծառայությունների մատուցում,206676.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11006,Կրթության բովանդակային և մեթոդական սպասարկում,"Հանրակրթության պետական կրթական չափորոշիչների մշակում, վերանայում",Ծառայությունների մատուցում,543186.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11010,Կամավոր ատեստավորման համակարգի ներդրում՛ ուղղված ուսուցիչների որակի բարձրացմանը,Հանրակրթական դպրոցներում դասավանդող ուսուցիչների կամավոր ատեստավորման համակարգի գործարկում,Ծառայությունների մատուցում,15022650.6
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11022,Հանրակրթական հիմնական ծրագրեր իրականացնող ուսումնական հաստատությունների ատեստավորման ենթակա ուսուցչի և մանկավարժի վերապատրաստում,"Հանրակրթական ուսումնական հաստատությունների հերթական, ինչպես նաև կամավոր ատեստավորման արդյունքում 0-59 տոկոս արդյունք ցուցաբերած ուսուցիչների վերապատրաստում",Ծառայությունների մատուցում,144515.3
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11023,Համաշխարհային բանկի աջակցությամբ իրականացվող «Կրթության բարելավման ծրագրի լրացուցիչ ֆինանսավորում» վարկային ծրագիր,"Հանրակրթության որակի բարելավում, աջակցություն Նորարարությունների մրցակցային հիմնադրամի զարգացմանը, ծրագրի համակարգում և կառավարում",Ծառայությունների մատուցում,182573.4
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,11024,ՀՀ պետական դպրոցների ԳՏՃՄ առարկաներ դասավանդող ուսուցիչների վերապատրաստում`  նոր ստանդարտներին համապատասխան,Աջակցություն ԳՏՃՄ առարկաների դասավանդման և ուսուցման որակը բարելավելու համար,Ծառայությունների մատուցում,294510.0
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,32006,Համաշխարհային բանկի աջակցությամբ իրականացվող «Կրթության բարելավման  ծրագրի լրացուցիչ ֆինանսավորում» վարկային ծրագրի շրջանակներում կապիտալ ներդրումներ  հանրակրթական ուսումնական հաստատություններում,"Կապիտալ ներդրումներ ավագ, միջնակարգ և հիմնական դպրոցներում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,591245.1
"ՀՀ  կրթության , գիտության, մշակույթի և սպորտի նախարարություն",419955810.3,1192,1192,Կրթության որակի ապահովում,"Ընթացիկ աշխատանքների, բարեփոխումների և նոր նախաձեռնությունների միջոցով ֆորմալ և ոչ-ֆորմալ կրթության ոլորտում իրականացվող միջոցառումների, մատուցվող ծառայությունների բովանդակության և կազմակերպման որակի շարունակական բարելավում","Նախադպրոցականից մինչև հետբուհական կրթության որակի, այն է սովորողների, միջավայրի, ծրագրերի և ուսումնական նյութերի բովանդակության, գործընթացների, ինչպես նաև վերջնարդյունքների որակի բարելավում ըստ ներպետական և միջազգային ցուցիչների",19532676.2,32007,ՀՀ պետական դպրոցների` ԳՏՃՄ լաբորատորիաներով ապահովում,ՀՀ պետական դպրոցների համար ԳՏՃՄ առարկաների լաբորատոր սարքավարումների և կահույքի ձեռքբերում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,2547318.8
